Sale Date	Sales Rep ID	Region ID	Car Model ID	Units Sold	Revenue
12/01/2023	1	1	1	2	30000
12/02/2023	2	2	2	3	45000
12/03/2023	3	3	3	1	13000
12/04/2023	4	4	4	2	50000
12/05/2023	5	1	5	2	46000
12/06/2023	1	1	6	1	27000
12/07/2023	2	2	7	3	48000
12/08/2023	3	3	8	2	28000
12/09/2023	4	4	9	1	17000
12/10/2023	5	1	10	2	36000
12/11/2023	1	1	1	1	15000
12/12/2023	2	2	2	2	30000
12/13/2023	3	3	3	3	39000
12/14/2023	4	4	4	1	25000
12/15/2023	5	1	5	1	23000
12/16/2023	1	1	6	1	27000
12/17/2023	2	2	7	2	32000
12/18/2023	3	3	8	3	42000
12/19/2023	4	4	9	1	17000
12/20/2023	5	1	10	2	36000
12/21/2023	1	1	1	1	15000
12/22/2023	2	2	2	2	30000
12/23/2023	3	3	3	3	39000
12/24/2023	4	4	4	2	50000
12/25/2023	5	1	5	2	46000
12/26/2023	1	1	6	1	27000
12/27/2023	2	2	7	1	16000
12/28/2023	3	3	8	1	14000
12/29/2023	4	4	9	2	34000
12/30/2023	5	1	10	1	18000
12/31/2023	1	1	1	1	15000
