Sale Date	Sales Rep ID	Region ID	Car Model ID	Units Sold	Revenue
10/01/2022	1	1	1	1	15000
10/02/2022	2	2	2	1	12000
10/03/2022	3	3	3	1	13000
10/04/2022	4	4	4	2	50000
10/05/2022	5	1	5	1	23000
10/06/2022	1	1	6	2	54000
10/07/2022	2	2	7	1	16000
10/08/2022	3	3	8	1	14000
10/09/2022	4	4	9	2	34000
10/10/2022	5	1	10	1	18000
10/11/2022	1	1	1	1	15000
10/12/2022	2	2	2	1	12000
10/13/2022	3	3	3	2	26000
10/14/2022	4	4	4	1	25000
10/15/2022	5	1	5	1	23000
10/16/2022	1	1	6	2	54000
10/17/2022	2	2	7	1	16000
10/18/2022	3	3	8	1	14000
10/19/2022	4	4	9	2	34000
10/20/2022	5	1	10	1	18000
10/21/2022	1	1	1	1	15000
10/22/2022	2	2	2	1	12000
10/23/2022	3	3	3	1	13000
10/24/2022	4	4	4	2	50000
10/25/2022	5	1	5	1	23000
10/26/2022	1	1	6	2	54000
10/27/2022	2	2	7	1	16000
10/28/2022	3	3	8	1	14000
10/29/2022	4	4	9	2	34000
10/30/2022	5	1	10	1	18000
10/31/2022	1	1	1	1	15000
