Sale Date	Sales Rep ID	Region ID	Car Model ID	Units Sold	Revenue
07/01/2022	1	1	1	1	15000
07/02/2022	2	2	2	1	12000
07/03/2022	3	3	3	1	13000
07/04/2022	4	4	4	2	50000
07/05/2022	5	1	5	1	23000
07/06/2022	1	1	6	2	54000
07/07/2022	2	2	7	1	16000
07/08/2022	3	3	8	1	14000
07/09/2022	4	4	9	2	34000
07/10/2022	5	1	10	1	18000
07/11/2022	1	1	1	1	15000
07/12/2022	2	2	2	1	12000
07/13/2022	3	3	3	2	26000
07/14/2022	4	4	4	1	25000
07/15/2022	5	1	5	1	23000
07/16/2022	1	1	6	2	54000
07/17/2022	2	2	7	1	16000
07/18/2022	3	3	8	1	14000
07/19/2022	4	4	9	2	34000
07/20/2022	5	1	10	1	18000
07/21/2022	1	1	1	1	15000
07/22/2022	2	2	2	1	12000
07/23/2022	3	3	3	1	13000
07/24/2022	4	4	4	2	50000
07/25/2022	5	1	5	1	23000
07/26/2022	1	1	6	2	54000
07/27/2022	2	2	7	1	16000
07/28/2022	3	3	8	1	14000
07/29/2022	4	4	9	2	34000
07/30/2022	5	1	10	1	18000
07/31/2022	1	1	1	1	15000
