Sale Date	Sales Rep ID	Region ID	Car Model ID	Units Sold	Revenue
04/01/2024	1	1	2	2	30000
04/02/2024	2	2	3	3	45000
04/03/2024	3	3	4	1	13000
04/04/2024	4	4	5	2	50000
04/05/2024	5	1	6	2	46000
04/06/2024	1	1	7	1	27000
04/07/2024	2	2	8	3	48000
04/08/2024	3	3	9	2	28000
04/09/2024	4	4	10	1	17000
04/10/2024	5	1	1	2	36000
04/11/2024	1	1	2	1	15000
04/12/2024	2	2	3	2	30000
04/13/2024	3	3	4	3	39000
04/14/2024	4	4	5	1	25000
04/15/2024	5	1	6	1	23000
04/16/2024	1	1	7	1	27000
04/17/2024	2	2	8	2	32000
04/18/2024	3	3	9	3	42000
04/19/2024	4	4	10	1	17000
04/20/2024	5	1	1	2	36000
04/21/2024	1	1	2	1	15000
04/22/2024	2	2	3	2	30000
04/23/2024	3	3	4	3	39000
04/24/2024	4	4	5	2	50000
04/25/2024	5	1	6	2	46000
04/26/2024	1	1	7	1	27000
04/27/2024	2	2	8	1	16000
04/28/2024	3	3	9	1	14000
04/29/2024	4	4	10	2	34000
04/30/2024	5	1	1	2	36000
