Sale Date	Sales Rep ID	Region ID	Car Model ID	Units Sold	Revenue
08/01/2024	1	1	2	2	30000
08/02/2024	2	2	3	1	12000
08/03/2024	3	3	4	3	42000
08/04/2024	4	4	5	2	36000
08/05/2024	5	1	6	1	23000
08/06/2024	1	1	7	2	45000
08/07/2024	2	2	8	3	54000
08/08/2024	3	3	9	1	14000
08/09/2024	4	4	10	2	34000
08/10/2024	5	1	1	1	18000
08/11/2024	1	1	2	3	45000
08/12/2024	2	2	3	1	12000
08/13/2024	3	3	4	2	28000
08/14/2024	4	4	5	1	18000
08/15/2024	5	1	6	2	46000
08/16/2024	1	1	7	1	23000
08/17/2024	2	2	8	3	54000
08/18/2024	3	3	9	2	28000
08/19/2024	4	4	10	1	17000
08/20/2024	5	1	1	2	36000
08/21/2024	1	1	2	3	45000
08/22/2024	2	2	3	1	12000
08/23/2024	3	3	4	2	28000
08/24/2024	4	4	5	1	18000
08/25/2024	5	1	6	2	46000
08/26/2024	1	1	7	1	23000
08/27/2024	2	2	8	3	54000
08/28/2024	3	3	9	2	28000
08/29/2024	4	4	10	1	17000
08/30/2024	5	1	1	2	36000
08/31/2024	1	1	2	3	45000
