Sale Date	Sales Rep ID	Region ID	Car Model ID	Units Sold	Revenue
09/01/2024	1	1	2	2	30000
09/02/2024	2	2	3	1	12000
09/03/2024	3	3	4	3	42000
09/04/2024	4	4	5	2	36000
09/05/2024	5	1	6	1	23000
09/06/2024	1	1	7	2	45000
09/07/2024	2	2	8	3	54000
09/08/2024	3	3	9	1	14000
09/09/2024	4	4	10	2	34000
09/10/2024	5	1	1	1	18000
09/11/2024	1	1	2	3	45000
09/12/2024	2	2	3	1	12000
09/13/2024	3	3	4	2	28000
09/14/2024	4	4	5	1	18000
09/15/2024	5	1	6	2	46000
09/16/2024	1	1	7	1	23000
09/17/2024	2	2	8	3	54000
09/18/2024	3	3	9	2	28000
09/19/2024	4	4	10	1	17000
09/20/2024	5	1	1	2	36000
09/21/2024	1	1	2	3	45000
09/22/2024	2	2	3	1	12000
09/23/2024	3	3	4	2	28000
09/24/2024	4	4	5	1	18000
09/25/2024	5	1	6	2	46000
09/26/2024	1	1	7	1	23000
09/27/2024	2	2	8	3	54000
09/28/2024	3	3	9	2	28000
09/29/2024	4	4	10	1	17000
09/30/2024	5	1	1	2	36000
