Sale Date	Sales Rep ID	Region ID	Car Model ID	Units Sold	Revenue
03/01/2024	1	1	1	2	30000
03/02/2024	2	2	2	3	45000
03/03/2024	3	3	3	1	13000
03/04/2024	4	4	4	2	50000
03/05/2024	5	1	5	2	46000
03/06/2024	1	1	6	1	27000
03/07/2024	2	2	7	3	48000
03/08/2024	3	3	8	2	28000
03/09/2024	4	4	9	1	17000
03/10/2024	5	1	10	2	36000
03/11/2024	1	1	1	1	15000
03/12/2024	2	2	2	2	30000
03/13/2024	3	3	3	3	39000
03/14/2024	4	4	4	1	25000
03/15/2024	5	1	5	1	23000
03/16/2024	1	1	6	1	27000
03/17/2024	2	2	7	2	32000
03/18/2024	3	3	8	3	42000
03/19/2024	4	4	9	1	17000
03/20/2024	5	1	10	2	36000
03/21/2024	1	1	1	1	15000
03/22/2024	2	2	2	2	30000
03/23/2024	3	3	3	3	39000
03/24/2024	4	4	4	2	50000
03/25/2024	5	1	5	2	46000
03/26/2024	1	1	6	1	27000
03/27/2024	2	2	7	1	16000
03/28/2024	3	3	8	1	14000
03/29/2024	4	4	9	2	34000
03/30/2024	5	1	10	2	36000
03/31/2024	1	1	1	1	15000
